;label;text
2624;1;I joined the community service hour campaign since early September and have finished it, but why has the hour still not been recorded? Does it really take this long?
2625;2;Having an EPC like this is really annoying. When students are late in submitting assignments, we get blamed for not being punctual. But come on, it is not our fault—my EPC responds really slowly, to the point where my friends are exhausted from following up with them repeatedly. Please, respect students too. We want our grades and to finish our tasks quickly, but they disappear whenever they want.
2626;2;To those of you who are saying Ahmad Maulana is a psychopath, do you really understand what a psychopath is? Maybe you are just blindly following what others post on Twitter? That kind of violence happens a lot, even in marriages. So does that mean you think every domestic violence perpetrator is a psychopath? Please do your research again. Are the terms you are using even correct?
2627;1;To the person who seems cold but actually cares, take care on your trip back to your hometown. I hope you have a safe journey and come back soon. For other Binus students who are going home too, take care as well. For those who are not, just relax in your boarding house.
2628;2;Why do Binus girls always have to go out by car and not by motorcycle? And they always go to expensive places like clubs, department stores, and so on?
2629;2;"As simple as one ""bye-bye"" from them at the end of a conversation, my entire world suddenly feels full of colors. Help, I do not want to fall in love again."
2630;0;Hey, to those from Kemanggisan who play golf, let us play together sometime.
2631;1;What do you think? I asked my boyfriend to help me buy something, which would take at most 30 minutes. But he refused, saying he had to do an assignment with his friend. Why do I feel annoyed?
2632;0;Captain on bridge.
2633;2;The lecturer was so relaxed in class, and now we are completely lost during the exam.
2634;1;Does anyone have information on an empty boarding house in Green Sedayu for next month? I prefer one located along the main road, not inside residential complexes like Allogio and others, but if there is one, that is fine too. Most of them are full already and it is hard to find one.
2635;0;Please share boarding house information around Alam Sutera.
2636;1;Is it just me, or do guys rarely send personal chats—whether it is to male or female friends?
2637;0;Never compare yourself to others. Why? Because it is unfair to them to be compared to you. You should be ashamed.
2638;1;I saw on BinusParent that every class still has a virtual class link. Does this mean Binus still gives the option to study online, but going onsite is allowed too? Please do not give me false hope, Binus.
2639;2;Oh my God, why are my friends so slow? And whenever there is something to do, they have no initiative, everything ends up being my responsibility. Then, when I give instructions, they never do it correctly, there is always some mistake that makes me feel so fed up. I am tired of always having to explain everything. I feel like I want to let out my emotions, but since they are my friends, I can only hold it in and express it little by little. Help.
2640;1;Why wait for karma to happen to someone you dislike if you can just be the karma yourself? Because sometimes, some things are simply not worth waiting for. Just a thought. If you do not agree with this sentence, that is fine.
2641;2;"I recently got to know a guy, a college friend. He was the one who initiated the introduction and started a conversation. At first, I had no idea that he liked me, I was just chatting with him casually. After a few weeks, he confessed his feelings to me, even though I already have a boyfriend. Then I told him, ""Hey, I already have a boyfriend."" He said, ""Yes, I know, I just wanted to confess. I knew you would reject me."" If you were in my position, how would you feel? I was really upset. He already knew I had a boyfriend, but he still confessed. Where was his common sense?"
